Variable_1,Variable_2,Correlation,Abs_Correlation
ai_software_revenue_in_billions_std_5,global_ai_market_value_in_billions_ratio_lag_2,0.7089750114355252,0.7089750114355252
organizations_using_ai_growth_acceleration,global_ai_market_value_in_billions_band_position,0.7088650948634388,0.7088650948634388
ai_software_revenue_in_billions_ma_5,organizations_using_ai_diff_lag_2,0.7086874740453935,0.7086874740453935
organizations_using_ai_lag_2,global_ai_market_value_in_billions_lower_band,-0.7085165230497923,0.7085165230497923
global_ai_market_value_in_billions_rolling_2y_growth,estimated_revenue_increase_from_ai_trillions_usd_ma_3,0.7080515275865257,0.7080515275865257
estimated_revenue_increase_from_ai_trillions_usd_ma_3,global_ai_market_value_in_billions_ratio_lag_1,0.7080515275865257,0.7080515275865257
global_ai_market_value_in_billions_yoy_growth,estimated_revenue_increase_from_ai_trillions_usd_ma_3,0.7080515275865257,0.7080515275865257
estimated_revenue_increase_from_ai_trillions_usd_ma_3,organizations_using_ai_diff_lag_2,0.707765491872852,0.707765491872852
global_ai_market_value_in_billions_ma_2,ai_software_revenue_in_billions_ratio_lag_1,-0.7075596220038687,0.7075596220038687
ai_software_revenue_in_billions_yoy_growth,global_ai_market_value_in_billions_ma_2,-0.7075596220038683,0.7075596220038683
ai_software_revenue_in_billions_rolling_2y_growth,global_ai_market_value_in_billions_ma_2,-0.7075596220038683,0.7075596220038683
ai_software_revenue_in_billions_above_ma_5,global_ai_market_value_in_billions_ratio_lag_2,0.7075450632747029,0.7075450632747029
estimated_revenue_increase_from_ai_trillions_usd_above_ma_5,global_ai_market_value_in_billions_ratio_lag_2,0.7075450632747029,0.7075450632747029
organizations_using_ai_above_ma_5,global_ai_market_value_in_billions_ratio_lag_2,0.7075450632747029,0.7075450632747029
global_ai_market_value_in_billions_above_ma_5,global_ai_market_value_in_billions_ratio_lag_2,0.7075450632747029,0.7075450632747029
estimated_revenue_increase_from_ai_trillions_usd_detrended,organizations_using_ai_band_position,0.7074998939602871,0.7074998939602871
estimated_revenue_increase_from_ai_trillions_usd_lag_3,adoption_momentum,-0.7071067811865476,0.7071067811865476
global_ai_market_value_in_billions_above_ma_5,estimated_revenue_increase_from_ai_trillions_usd_lag_3,0.7071067811865475,0.7071067811865475
organizations_using_ai_above_ma_5,estimated_revenue_increase_from_ai_trillions_usd_lag_3,0.7071067811865475,0.7071067811865475
estimated_revenue_increase_from_ai_trillions_usd_above_ma_5,estimated_revenue_increase_from_ai_trillions_usd_lag_3,0.7071067811865475,0.7071067811865475
ai_software_revenue_in_billions_above_ma_5,estimated_revenue_increase_from_ai_trillions_usd_lag_3,0.7071067811865475,0.7071067811865475
organizations_using_ai_diff_lag_2,estimated_revenue_increase_from_ai_trillions_usd_lag_3,0.7071067811865475,0.7071067811865475
estimated_revenue_increase_from_ai_trillions_usd_std_3,estimated_revenue_increase_from_ai_trillions_usd_lag_3,0.7071067811865472,0.7071067811865472
estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,cycle_position,0.7071067811865471,0.7071067811865471
estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,years_since_start,0.7071067811865471,0.7071067811865471
estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,net_job_impact,-0.7071067811865471,0.7071067811865471
estimated_revenue_increase_from_ai_trillions_usd_lag_3,estimated_revenue_increase_from_ai_trillions_usd_volatility,0.7071067811865467,0.7071067811865467
year,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,0.7071067811865452,0.7071067811865452
estimated_revenue_increase_from_ai_trillions_usd_lag_3,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,0.7071067811865452,0.7071067811865452
estimated_new_jobs_created_by_ai_millions,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,0.7071067811865452,0.7071067811865452
jobs_at_high_risk_of_automation__manufacturing,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,0.7071067811865452,0.7071067811865452
americans_using_voice_assistants_%,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,0.7071067811865452,0.7071067811865452
estimated_jobs_eliminated_by_ai_millions,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,0.7071067811865452,0.7071067811865452
jobs_at_high_risk_of_automation__wholesale_&_retail_trade,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,0.7071067811865452,0.7071067811865452
companies_prioritizing_ai_in_strategy,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,0.7071067811865452,0.7071067811865452
marketers_believing_ai_improves_email_revenue,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,0.7071067811865452,0.7071067811865452
organizations_believing_ai_provides_competitive_edge,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,0.7071067811865452,0.7071067811865452
estimated_revenue_increase_from_ai_trillions_usd_lag_2,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,0.7071067811865451,0.7071067811865451
estimated_revenue_increase_from_ai_trillions_usd_lag_1,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,0.7071067811865451,0.7071067811865451
estimated_revenue_increase_from_ai_trillions_usd_diff_lag_1,estimated_revenue_increase_from_ai_trillions_usd_lag_3,0.707106781186545,0.707106781186545
estimated_revenue_increase_from_ai_trillions_usd_diff_lag_2,estimated_revenue_increase_from_ai_trillions_usd_lag_3,0.7071067811865446,0.7071067811865446
estimated_revenue_increase_from_ai_trillions_usd_std_2,estimated_revenue_increase_from_ai_trillions_usd_lag_3,0.7071067811865281,0.7071067811865281
estimated_revenue_increase_from_ai_trillions_usd_lag_3,estimated_revenue_increase_from_ai_trillions_usd_band_position,0.7071067811865094,0.7071067811865094
estimated_revenue_increase_from_ai_trillions_usd_growth_acceleration,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,0.7067400562343058,0.7067400562343058
organizations_using_ai_std_3,organizations_using_ai_ratio_lag_1,0.7067014266845831,0.7067014266845831
organizations_using_ai_ratio_lag_1,organizations_using_ai_volatility,0.7067014266845827,0.7067014266845827
organizations_using_ai_yoy_growth,organizations_using_ai_std_3,0.7067014266845816,0.7067014266845816
organizations_using_ai_yoy_growth,organizations_using_ai_volatility,0.7067014266845816,0.7067014266845816
organizations_using_ai_rolling_2y_growth,organizations_using_ai_volatility,0.7067014266845816,0.7067014266845816
organizations_using_ai_rolling_2y_growth,organizations_using_ai_std_3,0.7067014266845816,0.7067014266845816
organizations_using_ai_std_2,ai_software_revenue_in_billions_lag_3,0.7063534894785436,0.7063534894785436
ai_software_revenue_in_billions_lag_3,organizations_using_ai_diff_lag_1,0.7063534894785435,0.7063534894785435
organizations_using_ai_std_3,years_since_start,0.7059284267436727,0.7059284267436727
organizations_using_ai_std_3,net_job_impact,-0.7059284267436727,0.7059284267436727
organizations_using_ai_std_3,cycle_position,0.7059284267436727,0.7059284267436727
organizations_using_ai_volatility,cycle_position,0.7059284267436727,0.7059284267436727
organizations_using_ai_volatility,years_since_start,0.7059284267436727,0.7059284267436727
year,organizations_using_ai_volatility,0.7059284267436726,0.7059284267436726
year,organizations_using_ai_std_3,0.7059284267436726,0.7059284267436726
marketers_believing_ai_improves_email_revenue,organizations_using_ai_volatility,0.7059284267436726,0.7059284267436726
estimated_new_jobs_created_by_ai_millions,organizations_using_ai_std_3,0.7059284267436726,0.7059284267436726
estimated_jobs_eliminated_by_ai_millions,organizations_using_ai_std_3,0.7059284267436726,0.7059284267436726
estimated_jobs_eliminated_by_ai_millions,organizations_using_ai_volatility,0.7059284267436726,0.7059284267436726
organizations_believing_ai_provides_competitive_edge,organizations_using_ai_std_3,0.7059284267436726,0.7059284267436726
organizations_using_ai_std_3,estimated_revenue_increase_from_ai_trillions_usd_lag_2,0.7059284267436726,0.7059284267436726
organizations_believing_ai_provides_competitive_edge,organizations_using_ai_volatility,0.7059284267436726,0.7059284267436726
organizations_using_ai_std_3,estimated_revenue_increase_from_ai_trillions_usd_lag_1,0.7059284267436726,0.7059284267436726
jobs_at_high_risk_of_automation__wholesale_&_retail_trade,organizations_using_ai_volatility,0.7059284267436726,0.7059284267436726
jobs_at_high_risk_of_automation__manufacturing,organizations_using_ai_std_3,0.7059284267436726,0.7059284267436726
jobs_at_high_risk_of_automation__wholesale_&_retail_trade,organizations_using_ai_std_3,0.7059284267436726,0.7059284267436726
estimated_new_jobs_created_by_ai_millions,organizations_using_ai_volatility,0.7059284267436726,0.7059284267436726
net_job_impact,organizations_using_ai_volatility,-0.7059284267436726,0.7059284267436726
americans_using_voice_assistants_%,organizations_using_ai_volatility,0.7059284267436726,0.7059284267436726
marketers_believing_ai_improves_email_revenue,organizations_using_ai_std_3,0.7059284267436726,0.7059284267436726
americans_using_voice_assistants_%,organizations_using_ai_std_3,0.7059284267436726,0.7059284267436726
jobs_at_high_risk_of_automation__manufacturing,organizations_using_ai_volatility,0.7059284267436726,0.7059284267436726
companies_prioritizing_ai_in_strategy,organizations_using_ai_std_3,0.7059284267436726,0.7059284267436726
companies_prioritizing_ai_in_strategy,organizations_using_ai_volatility,0.7059284267436726,0.7059284267436726
estimated_revenue_increase_from_ai_trillions_usd_lag_2,organizations_using_ai_volatility,0.7059284267436725,0.7059284267436725
estimated_revenue_increase_from_ai_trillions_usd_lag_1,organizations_using_ai_volatility,0.7059284267436725,0.7059284267436725
global_ai_market_value_in_billions_volatility,late_period,0.7057453086108452,0.7057453086108452
global_ai_market_value_in_billions_std_3,late_period,0.7057453086108452,0.7057453086108452
ai_contribution_to_healthcare_in_billions,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_1,0.7056563042105773,0.7056563042105773
organizations_planning_to_implement_ai,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,0.7056563042105756,0.7056563042105756
ai_contribution_to_healthcare_in_billions,estimated_revenue_increase_from_ai_trillions_usd_std_2,0.7056563042105515,0.7056563042105515
global_ai_market_value_in_billions_lower_band,estimated_revenue_increase_from_ai_trillions_usd_upper_band,-0.705121970698988,0.705121970698988
expected_increase_in_employee_productivity_due_to_ai_%,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,0.7051102404077079,0.7051102404077079
global_ai_market_value_in_billions_diff_lag_1,estimated_revenue_increase_from_ai_trillions_usd_lower_band,0.7048848980260496,0.7048848980260496
global_ai_market_value_in_billions_std_2,estimated_revenue_increase_from_ai_trillions_usd_lower_band,0.7048848980260496,0.7048848980260496
organizations_using_ai_ratio_lag_3,estimated_revenue_increase_from_ai_trillions_usd_band_position,0.7046815582117533,0.7046815582117533
estimated_revenue_increase_from_ai_trillions_usd_std_2,organizations_using_ai_ratio_lag_3,0.7046815582117429,0.7046815582117429
estimated_revenue_increase_from_ai_trillions_usd_std_3,organizations_using_ai_ratio_lag_3,0.7046815582117333,0.7046815582117333
organizations_using_ai_ratio_lag_3,estimated_revenue_increase_from_ai_trillions_usd_volatility,0.704681558211731,0.704681558211731
organizations_using_ai_ratio_lag_3,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_2,0.7046815582117298,0.7046815582117298
organizations_using_ai_ratio_lag_3,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_1,0.7046815582117293,0.7046815582117293
organizations_using_ai_ratio_lag_3,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,0.7046815582117288,0.7046815582117288
organizations_using_ai_ratio_lag_3,adoption_momentum,-0.7046815582117271,0.7046815582117271
organizations_using_ai_std_5,organizations_using_ai_ratio_lag_2,0.7043438897152834,0.7043438897152834
organizations_using_ai_growth_acceleration,global_ai_market_value_in_billions_ma_5,0.7035924967988987,0.7035924967988987
medical_professionals_using_ai_for_diagnosis,estimated_revenue_increase_from_ai_trillions_usd_diff_lag_3,0.703465005312011,0.703465005312011
global_expectation_for_ai_adoption_%,late_period,0.7033413983159716,0.7033413983159716
organizations_using_ai_detrended,ai_software_revenue_in_billions_lag_3,0.7030821218382697,0.7030821218382697
estimated_revenue_increase_from_ai_trillions_usd_std_5,job_creation_ratio,0.702863496005521,0.702863496005521
jobs_at_high_risk_of_automation__manufacturing,market_efficiency_ratio,-0.7028080651893186,0.7028080651893186
americans_using_voice_assistants_%,organizations_using_ai_diff_lag_2,0.702764221499934,0.702764221499934
estimated_jobs_eliminated_by_ai_millions,organizations_using_ai_diff_lag_2,0.702764221499934,0.702764221499934
year,organizations_using_ai_diff_lag_2,0.7027642214999339,0.7027642214999339
companies_prioritizing_ai_in_strategy,organizations_using_ai_diff_lag_2,0.7027642214999339,0.7027642214999339
jobs_at_high_risk_of_automation__manufacturing,organizations_using_ai_diff_lag_2,0.7027642214999339,0.7027642214999339
organizations_using_ai_diff_lag_2,cycle_position,0.7027642214999339,0.7027642214999339
organizations_using_ai_diff_lag_2,years_since_start,0.7027642214999339,0.7027642214999339
estimated_new_jobs_created_by_ai_millions,organizations_using_ai_diff_lag_2,0.7027642214999339,0.7027642214999339
jobs_at_high_risk_of_automation__wholesale_&_retail_trade,organizations_using_ai_diff_lag_2,0.7027642214999339,0.7027642214999339
marketers_believing_ai_improves_email_revenue,organizations_using_ai_diff_lag_2,0.7027642214999339,0.7027642214999339
organizations_using_ai_diff_lag_2,net_job_impact,-0.7027642214999339,0.7027642214999339
organizations_believing_ai_provides_competitive_edge,organizations_using_ai_diff_lag_2,0.7027642214999339,0.7027642214999339
organizations_using_ai_diff_lag_2,estimated_revenue_increase_from_ai_trillions_usd_lag_1,0.7027642214999338,0.7027642214999338
organizations_using_ai_diff_lag_2,estimated_revenue_increase_from_ai_trillions_usd_lag_2,0.7027642214999338,0.7027642214999338
ai_software_revenue_in_billions_growth_acceleration,year_sin,0.7020771541402981,0.7020771541402981
global_ai_market_value_in_billions_ratio_lag_1,estimated_revenue_increase_from_ai_trillions_usd_lag_2,0.702071128443957,0.702071128443957
global_ai_market_value_in_billions_yoy_growth,estimated_revenue_increase_from_ai_trillions_usd_lag_2,0.7020711284439569,0.7020711284439569
global_ai_market_value_in_billions_rolling_2y_growth,estimated_revenue_increase_from_ai_trillions_usd_lag_2,0.7020711284439569,0.7020711284439569
global_ai_market_value_in_billions_diff_lag_1,estimated_revenue_increase_from_ai_trillions_usd_zscore,0.7020458135372533,0.7020458135372533
estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,global_ai_market_value_in_billions_diff_lag_1,0.7020458135372533,0.7020458135372533
estimated_revenue_increase_from_ai_trillions_usd_cumulative_growth,global_ai_market_value_in_billions_std_2,0.7020458135372533,0.7020458135372533
